price,borough,room_type,min_nights,num_reviews,host_count
120,Manhattan,Entire home/apt,20,7,1
100,Queens,Entire home/apt,4,2,1
250,Manhattan,Entire home/apt,2,23,1
112,Manhattan,Entire home/apt,30,0,1
140,Manhattan,Entire home/apt,1,8,1
78,Queens,Entire home/apt,1,4,1
89,Queens,Entire home/apt,1,0,1
285,Manhattan,Entire home/apt,7,0,2
115,Manhattan,Entire home/apt,14,1,1
599,Manhattan,Entire home/apt,1,5,2
190,Manhattan,Entire home/apt,5,15,1
165,Manhattan,Entire home/apt,5,25,2
150,Manhattan,Entire home/apt,3,39,1
100,Manhattan,Private room,1,3,1
130,Manhattan,Private room,1,15,1
100,Manhattan,Private room,1,2,1
265,Manhattan,Entire home/apt,2,10,1
180,Manhattan,Entire home/apt,31,10,33
206,Manhattan,Entire home/apt,31,2,33
170,Manhattan,Entire home/apt,10,11,1
250,Manhattan,Entire home/apt,2,5,1
86,Manhattan,Entire home/apt,27,2,1
69,Queens,Private room,2,2,2
139,Manhattan,Shared room,3,0,2
162,Manhattan,Entire home/apt,2,0,1
160,Manhattan,Private room,1,7,1
199,Manhattan,Entire home/apt,3,10,2
185,Manhattan,Entire home/apt,30,1,2
219,Manhattan,Entire home/apt,1,5,1
206,Manhattan,Entire home/apt,30,0,33
180,Manhattan,Entire home/apt,5,7,1
169,Manhattan,Entire home/apt,7,0,1
250,Manhattan,Entire home/apt,5,0,1
150,Manhattan,Entire home/apt,7,1,1
185,Manhattan,Entire home/apt,2,129,1
90,Manhattan,Private room,7,1,6
110,Manhattan,Private room,4,81,1
100,Manhattan,Entire home/apt,3,7,1
95,Queens,Private room,2,6,1
95,Manhattan,Private room,14,0,1
190,Manhattan,Entire home/apt,2,1,1
143,Manhattan,Entire home/apt,3,0,1
250,Manhattan,Entire home/apt,10,5,1
199,Manhattan,Entire home/apt,4,1,1
85,Manhattan,Private room,3,134,1
110,Queens,Entire home/apt,2,14,1
295,Manhattan,Entire home/apt,6,0,1
499,Manhattan,Entire home/apt,30,64,1
350,Manhattan,Entire home/apt,31,1,33
322,Manhattan,Entire home/apt,4,89,1
145,Manhattan,Private room,1,43,1
100,Manhattan,Private room,2,0,1
200,Manhattan,Entire home/apt,31,3,33
295,Manhattan,Entire home/apt,7,2,2
160,Manhattan,Entire home/apt,31,6,33
179,Manhattan,Private room,3,0,2
189,Manhattan,Entire home/apt,31,7,33
200,Manhattan,Entire home/apt,30,0,65
300,Manhattan,Entire home/apt,3,4,1
220,Manhattan,Entire home/apt,1,4,1
135,Manhattan,Entire home/apt,10,13,1
100,Queens,Private room,2,2,1
45,Manhattan,Shared room,30,22,6
210,Manhattan,Entire home/apt,30,0,65
90,Manhattan,Private room,1,24,3
180,Manhattan,Entire home/apt,3,0,1
150,Manhattan,Private room,1,0,1
200,Manhattan,Entire home/apt,4,22,1
150,Manhattan,Entire home/apt,1,0,1
190,Manhattan,Entire home/apt,2,8,1
200,Manhattan,Private room,15,0,1
110,Manhattan,Entire home/apt,1,65,2
135,Queens,Entire home/apt,3,38,1
208,Manhattan,Entire home/apt,3,0,1
300,Manhattan,Entire home/apt,2,2,2
140,Manhattan,Entire home/apt,2,135,1
175,Manhattan,Entire home/apt,1,4,1
3000,Manhattan,Entire home/apt,30,8,11
220,Manhattan,Entire home/apt,30,1,1
150,Manhattan,Entire home/apt,6,1,1
100,Manhattan,Private room,3,8,1
100,Manhattan,Entire home/apt,30,1,1
180,Manhattan,Entire home/apt,14,0,1
130,Manhattan,Private room,2,3,1
225,Manhattan,Entire home/apt,31,0,33
46,Queens,Private room,7,0,1
139,Manhattan,Entire home/apt,1,1,1
160,Manhattan,Entire home/apt,7,5,1
150,Manhattan,Entire home/apt,31,7,33
199,Manhattan,Entire home/apt,4,10,1
50,Queens,Private room,3,49,1
35,Queens,Private room,85,0,1
499,Manhattan,Entire home/apt,1,6,1
150,Manhattan,Entire home/apt,1,0,1
140,Manhattan,Entire home/apt,1,4,1
225,Manhattan,Entire home/apt,30,7,1
100,Manhattan,Private room,28,0,1
98,Manhattan,Private room,1,10,1
45,Manhattan,Shared room,30,22,6
140,Manhattan,Entire home/apt,7,3,1
120,Manhattan,Entire home/apt,7,3,1
140,Manhattan,Entire home/apt,2,6,1
99,Manhattan,Private room,4,68,1
65,Manhattan,Private room,1,1,1
109,Manhattan,Entire home/apt,30,2,1
150,Manhattan,Entire home/apt,3,4,1
119,Manhattan,Entire home/apt,5,1,1
167,Manhattan,Entire home/apt,30,1,87
175,Manhattan,Entire home/apt,2,41,1
120,Manhattan,Entire home/apt,1,1,1
85,Manhattan,Entire home/apt,4,42,1
99,Manhattan,Private room,1,353,4
119,Manhattan,Entire home/apt,3,6,1
22,Queens,Shared room,1,14,2
250,Manhattan,Private room,1,0,3
180,Manhattan,Entire home/apt,1,43,1
160,Manhattan,Entire home/apt,1,16,1
90,Manhattan,Shared room,26,0,2
90,Queens,Private room,2,80,1
120,Manhattan,Entire home/apt,5,49,1
40,Manhattan,Entire home/apt,1,1,1
125,Manhattan,Entire home/apt,3,2,1
35,Queens,Private room,1,35,3
200,Manhattan,Entire home/apt,2,1,1
183,Manhattan,Entire home/apt,30,0,1
150,Manhattan,Entire home/apt,6,11,1
78,Queens,Private room,2,69,1
175,Manhattan,Entire home/apt,4,2,1
57,Manhattan,Entire home/apt,7,0,1
200,Manhattan,Entire home/apt,5,3,1
100,Manhattan,Private room,1,32,4
100,Manhattan,Entire home/apt,2,17,1
150,Manhattan,Private room,5,5,4
89,Manhattan,Private room,3,9,1
115,Manhattan,Entire home/apt,2,210,1
142,Manhattan,Entire home/apt,30,0,91
75,Manhattan,Entire home/apt,15,5,1
180,Manhattan,Private room,2,29,1
65,Manhattan,Private room,1,17,1
130,Manhattan,Entire home/apt,2,19,1
150,Manhattan,Entire home/apt,14,3,1
120,Manhattan,Private room,3,9,1
160,Manhattan,Private room,2,3,1
230,Manhattan,Entire home/apt,3,0,1
300,Manhattan,Entire home/apt,1,0,1
150,Manhattan,Entire home/apt,4,0,1
250,Manhattan,Private room,1,0,3
187,Manhattan,Entire home/apt,30,0,65
130,Manhattan,Entire home/apt,2,5,1
150,Manhattan,Private room,1,11,1
90,Manhattan,Private room,3,7,3
200,Manhattan,Entire home/apt,2,33,1
95,Manhattan,Private room,3,16,2
120,Manhattan,Entire home/apt,14,12,1
32,Queens,Shared room,2,6,1
97,Manhattan,Private room,3,7,2
80,Manhattan,Private room,100,0,1
150,Manhattan,Entire home/apt,2,17,1
150,Manhattan,Entire home/apt,4,2,1
80,Manhattan,Private room,1,160,1
100,Queens,Entire home/apt,14,0,1
120,Manhattan,Private room,7,11,1
100,Manhattan,Private room,2,16,1
115,Manhattan,Shared room,2,43,1
2900,Manhattan,Entire home/apt,1,0,1
119,Manhattan,Entire home/apt,3,0,1
135,Manhattan,Entire home/apt,1,0,2
600,Manhattan,Entire home/apt,1,0,1
260,Manhattan,Entire home/apt,2,8,1
128,Manhattan,Entire home/apt,1,11,1
325,Manhattan,Entire home/apt,5,7,1
220,Manhattan,Entire home/apt,30,0,33
69,Queens,Entire home/apt,1,19,1
125,Manhattan,Private room,1,5,1
113,Manhattan,Entire home/apt,30,0,1
130,Manhattan,Entire home/apt,2,0,1
200,Manhattan,Entire home/apt,5,4,1
180,Manhattan,Entire home/apt,1,3,1
75,Queens,Entire home/apt,3,1,1
75,Queens,Entire home/apt,7,0,1
95,Manhattan,Private room,1,50,1
399,Manhattan,Entire home/apt,4,58,1
125,Manhattan,Entire home/apt,1,21,1
49,Manhattan,Private room,19,6,10
117,Manhattan,Entire home/apt,30,0,91
99,Manhattan,Private room,4,51,1
80,Manhattan,Private room,5,18,2
89,Manhattan,Private room,1,91,1
220,Manhattan,Entire home/apt,2,3,1
99,Manhattan,Private room,30,27,1
294,Manhattan,Entire home/apt,14,0,1
200,Manhattan,Entire home/apt,21,1,1
150,Manhattan,Entire home/apt,3,0,1
184,Queens,Entire home/apt,3,146,1
99,Manhattan,Entire home/apt,7,25,1
130,Manhattan,Entire home/apt,2,17,1
62,Manhattan,Shared room,1,10,1
125,Manhattan,Entire home/apt,1,0,1
169,Manhattan,Entire home/apt,2,10,1
150,Manhattan,Entire home/apt,30,48,1
160,Manhattan,Entire home/apt,3,5,1
99,Queens,Entire home/apt,4,17,1
99,Manhattan,Private room,1,38,4
125,Manhattan,Entire home/apt,30,8,91
250,Manhattan,Private room,1,60,1
210,Manhattan,Entire home/apt,2,11,1
150,Manhattan,Private room,5,7,4
125,Manhattan,Entire home/apt,3,30,1
115,Manhattan,Entire home/apt,4,1,1
200,Manhattan,Entire home/apt,30,0,65
230,Manhattan,Entire home/apt,7,0,1
295,Manhattan,Entire home/apt,1,0,1
129,Manhattan,Private room,1,37,4
250,Manhattan,Entire home/apt,2,0,1
111,Manhattan,Entire home/apt,2,4,1
590,Manhattan,Entire home/apt,14,0,1
155,Manhattan,Entire home/apt,4,13,1
200,Manhattan,Entire home/apt,5,1,1
120,Manhattan,Entire home/apt,30,2,1
225,Manhattan,Entire home/apt,30,0,33
100,Manhattan,Private room,2,0,1
280,Manhattan,Entire home/apt,3,0,1
150,Manhattan,Entire home/apt,16,0,1
47,Manhattan,Private room,30,10,10
225,Manhattan,Entire home/apt,30,0,33
79,Manhattan,Entire home/apt,4,5,1
150,Queens,Entire home/apt,7,1,1
1200,Manhattan,Entire home/apt,3,0,1
150,Manhattan,Entire home/apt,2,7,1
175,Manhattan,Entire home/apt,2,5,1
39,Queens,Private room,1,43,2
135,Manhattan,Entire home/apt,5,28,1
110,Manhattan,Shared room,7,15,1
550,Manhattan,Entire home/apt,4,17,1
160,Manhattan,Entire home/apt,4,16,1
200,Manhattan,Entire home/apt,30,5,1
239,Manhattan,Entire home/apt,3,17,2
99,Manhattan,Private room,2,154,1
175,Manhattan,Entire home/apt,2,4,1
110,Manhattan,Entire home/apt,30,1,1
250,Queens,Entire home/apt,28,0,1
149,Manhattan,Entire home/apt,30,0,1
150,Manhattan,Entire home/apt,3,26,2
90,Queens,Entire home/apt,3,5,1
125,Manhattan,Entire home/apt,10,4,1
49,Queens,Private room,1,50,3
200,Manhattan,Entire home/apt,3,45,1
123,Manhattan,Entire home/apt,5,14,1
95,Queens,Entire home/apt,3,89,1
55,Manhattan,Private room,90,0,1
200,Manhattan,Entire home/apt,30,9,9
70,Manhattan,Private room,1,4,1
145,Manhattan,Entire home/apt,7,0,1
120,Manhattan,Entire home/apt,5,1,1
399,Manhattan,Entire home/apt,1,0,2
166,Manhattan,Entire home/apt,2,8,1
99,Manhattan,Private room,2,0,1
150,Manhattan,Entire home/apt,14,2,1
105,Manhattan,Private room,1,19,1
90,Manhattan,Private room,3,2,2
150,Manhattan,Entire home/apt,4,0,1
200,Manhattan,Entire home/apt,30,0,10
110,Manhattan,Entire home/apt,1,3,1
200,Manhattan,Entire home/apt,1,11,1
160,Manhattan,Entire home/apt,1,17,1
109,Manhattan,Private room,3,14,1
137,Manhattan,Entire home/apt,6,5,1
85,Manhattan,Entire home/apt,2,7,1
147,Manhattan,Entire home/apt,4,9,1
120,Manhattan,Entire home/apt,2,13,1
248,Manhattan,Entire home/apt,4,3,1
155,Manhattan,Entire home/apt,21,9,1
59,Queens,Private room,1,92,1
100,Manhattan,Entire home/apt,10,4,1
89,Manhattan,Private room,1,39,4
1000,Manhattan,Entire home/apt,30,17,11
48,Manhattan,Private room,30,5,10
200,Manhattan,Private room,2,43,1
120,Manhattan,Entire home/apt,3,8,1
200,Manhattan,Entire home/apt,4,2,1
240,Manhattan,Entire home/apt,5,4,1
150,Manhattan,Private room,1,3,1
135,Queens,Entire home/apt,2,0,1
135,Manhattan,Private room,4,5,1
122,Manhattan,Entire home/apt,7,7,1
185,Manhattan,Entire home/apt,1,4,1
39,Queens,Private room,1,44,3
250,Manhattan,Entire home/apt,5,0,1
168,Manhattan,Entire home/apt,1,138,1
180,Manhattan,Entire home/apt,3,10,1
125,Manhattan,Entire home/apt,4,12,1
190,Manhattan,Entire home/apt,2,2,1
126,Manhattan,Entire home/apt,2,45,1
160,Manhattan,Private room,2,2,1
150,Manhattan,Private room,10,0,2
159,Manhattan,Entire home/apt,30,0,87
250,Manhattan,Entire home/apt,1,0,1
175,Manhattan,Entire home/apt,4,12,3
40,Queens,Private room,2,0,1
125,Queens,Entire home/apt,2,0,1
98,Manhattan,Entire home/apt,3,57,1
130,Manhattan,Private room,2,0,2
250,Manhattan,Entire home/apt,1,0,1
153,Manhattan,Entire home/apt,30,0,1
130,Manhattan,Entire home/apt,4,0,1
135,Manhattan,Entire home/apt,14,3,1
120,Manhattan,Entire home/apt,1,1,1
39,Queens,Private room,1,178,2
135,Manhattan,Private room,1,8,1
220,Manhattan,Entire home/apt,5,0,1
175,Manhattan,Entire home/apt,2,0,1
155,Manhattan,Entire home/apt,1,75,1
100,Manhattan,Private room,5,71,1
350,Manhattan,Private room,1,9,1
195,Manhattan,Entire home/apt,3,1,1
79,Manhattan,Private room,2,88,1
155,Manhattan,Entire home/apt,4,9,1
70,Queens,Private room,2,0,1
225,Manhattan,Entire home/apt,30,0,33
95,Manhattan,Entire home/apt,2,58,1
60,Manhattan,Shared room,1,13,1
150,Manhattan,Private room,3,50,1
129,Manhattan,Private room,1,1,1
70,Manhattan,Private room,3,4,1
75,Manhattan,Entire home/apt,2,14,1
135,Manhattan,Entire home/apt,1,190,1
125,Manhattan,Entire home/apt,30,2,1
249,Manhattan,Entire home/apt,2,13,1
100,Queens,Entire home/apt,1,27,1
75,Manhattan,Private room,5,1,1
215,Manhattan,Entire home/apt,3,0,1
69,Manhattan,Private room,20,3,1
220,Manhattan,Entire home/apt,3,28,1
209,Manhattan,Private room,1,6,10
93,Manhattan,Private room,14,88,1
42,Manhattan,Shared room,1,50,1
110,Queens,Entire home/apt,5,5,1
175,Manhattan,Entire home/apt,1,1,1
175,Manhattan,Entire home/apt,4,0,1
103,Queens,Entire home/apt,1,126,1
300,Manhattan,Entire home/apt,5,0,1
175,Manhattan,Entire home/apt,1,11,2
265,Manhattan,Entire home/apt,1,0,1
105,Manhattan,Private room,1,3,1
550,Manhattan,Entire home/apt,7,0,1
200,Manhattan,Entire home/apt,4,0,1
200,Manhattan,Entire home/apt,5,6,1
52,Manhattan,Private room,22,1,1
235,Manhattan,Entire home/apt,1,0,1
129,Manhattan,Entire home/apt,2,1,1
150,Manhattan,Entire home/apt,7,10,1
110,Manhattan,Entire home/apt,1,0,1
250,Manhattan,Entire home/apt,50,0,1
250,Manhattan,Entire home/apt,3,0,1
133,Manhattan,Entire home/apt,30,9,91
80,Manhattan,Entire home/apt,3,10,1
149,Manhattan,Entire home/apt,2,3,1
275,Manhattan,Private room,1,0,10
65,Manhattan,Shared room,2,7,2
205,Manhattan,Entire home/apt,30,20,34
189,Manhattan,Entire home/apt,30,0,232
280,Manhattan,Private room,1,0,10
162,Manhattan,Entire home/apt,30,0,8
1999,Manhattan,Entire home/apt,30,0,1
59,Manhattan,Entire home/apt,1,4,2
75,Manhattan,Private room,4,15,1
305,Manhattan,Private room,1,0,10
220,Manhattan,Entire home/apt,2,3,1
289,Manhattan,Entire home/apt,5,15,1
100,Manhattan,Private room,6,0,1
160,Manhattan,Entire home/apt,2,20,1
350,Manhattan,Private room,1,0,10
87,Manhattan,Private room,4,11,1
199,Manhattan,Entire home/apt,2,19,1
150,Manhattan,Entire home/apt,2,1,1
50,Manhattan,Private room,3,0,2
150,Manhattan,Private room,1,138,1
87,Manhattan,Private room,2,2,1
175,Manhattan,Shared room,1,1,1
150,Manhattan,Entire home/apt,30,1,1
120,Manhattan,Entire home/apt,2,2,1
50,Manhattan,Shared room,1,38,4
68,Manhattan,Private room,4,2,2
130,Manhattan,Entire home/apt,30,12,34
160,Manhattan,Entire home/apt,4,22,1
60,Queens,Entire home/apt,3,30,1
87,Manhattan,Private room,3,1,2
120,Manhattan,Entire home/apt,3,0,2
250,Manhattan,Entire home/apt,5,0,1
250,Manhattan,Entire home/apt,3,3,1
130,Manhattan,Private room,5,3,1
265,Manhattan,Entire home/apt,2,16,1
120,Manhattan,Entire home/apt,5,0,1
250,Manhattan,Entire home/apt,30,13,34
150,Manhattan,Entire home/apt,1,0,1
100,Manhattan,Entire home/apt,365,27,1
140,Manhattan,Entire home/apt,4,0,1
400,Manhattan,Entire home/apt,14,0,1
99,Manhattan,Entire home/apt,30,12,15
249,Manhattan,Entire home/apt,2,18,1
1200,Manhattan,Entire home/apt,5,43,1
85,Manhattan,Private room,29,10,1
110,Manhattan,Entire home/apt,1,3,1
125,Manhattan,Entire home/apt,5,0,1
377,Manhattan,Entire home/apt,30,0,232
145,Manhattan,Entire home/apt,3,22,1
450,Manhattan,Entire home/apt,1,5,1
250,Manhattan,Private room,1,1,10
175,Manhattan,Entire home/apt,1,1,1
125,Manhattan,Shared room,1,6,1
490,Manhattan,Entire home/apt,14,1,1
60,Manhattan,Private room,3,5,9
55,Manhattan,Private room,2,14,2
127,Manhattan,Entire home/apt,2,30,1
110,Manhattan,Entire home/apt,30,7,15
99,Manhattan,Entire home/apt,30,0,5
170,Manhattan,Entire home/apt,1,137,2
89,Manhattan,Private room,3,7,5
250,Manhattan,Entire home/apt,2,0,1
395,Manhattan,Private room,3,0,1
100,Manhattan,Private room,2,25,1
85,Manhattan,Private room,3,3,1
99,Manhattan,Entire home/apt,30,6,15
190,Manhattan,Entire home/apt,1,0,1
225,Manhattan,Entire home/apt,3,62,1
70,Manhattan,Entire home/apt,2,7,1
185,Manhattan,Private room,1,0,1
119,Manhattan,Entire home/apt,6,4,1
180,Manhattan,Entire home/apt,1,1,1
111,Manhattan,Private room,1,10,2
150,Manhattan,Entire home/apt,1,2,1
120,Manhattan,Private room,4,20,1
85,Manhattan,Private room,2,23,1
135,Manhattan,Entire home/apt,12,1,1
120,Manhattan,Entire home/apt,3,38,2
135,Manhattan,Entire home/apt,1,0,1
99,Manhattan,Entire home/apt,30,1,5
115,Manhattan,Entire home/apt,30,7,34
120,Manhattan,Entire home/apt,1,0,1
130,Manhattan,Entire home/apt,30,10,34
140,Manhattan,Entire home/apt,30,11,34
120,Manhattan,Private room,1,141,1
160,Queens,Entire home/apt,5,2,1
315,Manhattan,Entire home/apt,2,1,1
99,Manhattan,Entire home/apt,30,13,8
150,Manhattan,Entire home/apt,2,3,1
500,Manhattan,Private room,2,0,6
230,Manhattan,Private room,1,1,10
69,Manhattan,Private room,3,0,9
200,Manhattan,Private room,1,2,1
275,Manhattan,Entire home/apt,3,11,1
900,Manhattan,Entire home/apt,3,1,1
40,Queens,Private room,1,0,1
60,Manhattan,Private room,183,1,1
300,Manhattan,Entire home/apt,30,3,9
197,Manhattan,Entire home/apt,1,108,2
65,Manhattan,Private room,1,1,1
225,Manhattan,Entire home/apt,3,33,1
400,Manhattan,Entire home/apt,2,2,1
54,Manhattan,Private room,1,17,1
275,Manhattan,Entire home/apt,1,4,1
249,Manhattan,Entire home/apt,1,13,1
200,Manhattan,Private room,2,3,1
120,Manhattan,Entire home/apt,30,9,34
200,Manhattan,Entire home/apt,3,3,2
175,Manhattan,Private room,2,0,1
330,Manhattan,Entire home/apt,4,11,1
105,Manhattan,Entire home/apt,5,24,1
72,Manhattan,Private room,3,21,1
500,Manhattan,Entire home/apt,19,0,1
294,Manhattan,Entire home/apt,4,34,1
500,Manhattan,Private room,2,0,6
105,Manhattan,Entire home/apt,30,15,34
140,Manhattan,Entire home/apt,1,8,1
540,Manhattan,Private room,2,0,6
150,Manhattan,Entire home/apt,6,17,1
90,Manhattan,Entire home/apt,2,12,1
55,Manhattan,Private room,1,7,1
381,Manhattan,Entire home/apt,30,0,232
100,Manhattan,Entire home/apt,1,1,1
135,Manhattan,Entire home/apt,2,31,1
95,Manhattan,Private room,3,3,9
35,Queens,Private room,7,0,1
120,Manhattan,Entire home/apt,1,11,1
600,Manhattan,Entire home/apt,3,9,2
170,Manhattan,Entire home/apt,3,11,1
130,Manhattan,Entire home/apt,1,4,1
84,Manhattan,Private room,1,27,1
105,Manhattan,Entire home/apt,5,117,3
219,Manhattan,Entire home/apt,1,29,1
100,Manhattan,Entire home/apt,1,0,1
140,Manhattan,Entire home/apt,30,1,1
150,Manhattan,Entire home/apt,3,20,1
109,Manhattan,Private room,4,191,3
219,Manhattan,Entire home/apt,2,20,1
54,Manhattan,Private room,25,4,1
140,Queens,Entire home/apt,1,9,1
95,Manhattan,Private room,2,35,1
155,Manhattan,Entire home/apt,7,0,1
199,Manhattan,Entire home/apt,2,10,1
125,Manhattan,Private room,1,25,1
150,Manhattan,Entire home/apt,30,4,8
45,Queens,Private room,1,84,2
220,Manhattan,Private room,1,0,10
400,Manhattan,Entire home/apt,3,32,1
160,Manhattan,Entire home/apt,2,7,1
125,Manhattan,Entire home/apt,1,180,3
265,Manhattan,Entire home/apt,7,13,1
125,Manhattan,Entire home/apt,30,0,8
120,Manhattan,Entire home/apt,6,5,1
99,Manhattan,Private room,1,1,1
115,Manhattan,Entire home/apt,30,0,8
155,Manhattan,Entire home/apt,7,0,1
80,Manhattan,Private room,3,90,3
150,Manhattan,Entire home/apt,14,6,1
100,Manhattan,Entire home/apt,31,0,8
90,Manhattan,Entire home/apt,5,18,1
49,Queens,Private room,1,0,1
180,Manhattan,Entire home/apt,2,6,1
650,Manhattan,Entire home/apt,2,30,1
200,Manhattan,Entire home/apt,3,3,1
99,Manhattan,Private room,1,2,3
700,Manhattan,Private room,2,0,6
150,Manhattan,Entire home/apt,3,13,1
110,Manhattan,Entire home/apt,3,2,1
800,Manhattan,Entire home/apt,7,0,1
85,Manhattan,Private room,2,0,1
127,Manhattan,Entire home/apt,1,0,1
125,Manhattan,Entire home/apt,5,1,1
595,Manhattan,Entire home/apt,2,30,1
148,Manhattan,Entire home/apt,3,2,1
300,Manhattan,Entire home/apt,31,1,1
285,Manhattan,Entire home/apt,5,79,12
199,Manhattan,Entire home/apt,3,25,1
46,Manhattan,Private room,3,23,1
88,Queens,Entire home/apt,3,117,1
250,Manhattan,Entire home/apt,5,22,1
150,Manhattan,Entire home/apt,4,12,1
199,Manhattan,Entire home/apt,2,2,1
250,Manhattan,Entire home/apt,1,1,1
250,Manhattan,Entire home/apt,30,4,9
118,Manhattan,Entire home/apt,30,0,8
325,Manhattan,Private room,1,0,10
143,Manhattan,Entire home/apt,2,88,1
450,Manhattan,Entire home/apt,3,1,1
199,Manhattan,Entire home/apt,13,2,1
175,Manhattan,Entire home/apt,1,0,1
255,Manhattan,Entire home/apt,2,1,1
200,Manhattan,Entire home/apt,7,5,1
129,Manhattan,Entire home/apt,30,2,1
265,Manhattan,Entire home/apt,30,14,34
125,Manhattan,Entire home/apt,30,17,34
500,Manhattan,Entire home/apt,3,0,1
170,Manhattan,Entire home/apt,2,53,1
120,Manhattan,Entire home/apt,30,18,5
175,Manhattan,Entire home/apt,3,4,1
40,Manhattan,Private room,30,8,3
140,Manhattan,Entire home/apt,30,6,1
148,Manhattan,Entire home/apt,3,35,1
165,Manhattan,Private room,1,1,1
545,Manhattan,Entire home/apt,2,47,1
250,Manhattan,Entire home/apt,1,1,1
160,Manhattan,Entire home/apt,90,2,8
95,Manhattan,Private room,3,0,9
150,Manhattan,Entire home/apt,31,1,8
165,Manhattan,Entire home/apt,1,166,1
100,Manhattan,Entire home/apt,14,3,1
110,Manhattan,Entire home/apt,30,12,15
125,Manhattan,Entire home/apt,1,0,1
167,Manhattan,Entire home/apt,30,16,5
250,Manhattan,Entire home/apt,2,2,1
110,Queens,Entire home/apt,3,68,1
165,Manhattan,Entire home/apt,30,16,34
240,Manhattan,Entire home/apt,30,4,1
49,Manhattan,Shared room,1,3,3
99,Manhattan,Entire home/apt,30,0,5
115,Manhattan,Entire home/apt,2,8,1
150,Manhattan,Entire home/apt,30,0,8
69,Manhattan,Private room,4,0,9
75,Manhattan,Private room,1,1,1
80,Manhattan,Private room,3,85,1
64,Manhattan,Private room,2,7,1
230,Manhattan,Private room,1,2,10
58,Manhattan,Private room,3,2,2
75,Manhattan,Private room,1,45,1
100,Manhattan,Entire home/apt,30,0,8
199,Manhattan,Entire home/apt,2,49,1
120,Manhattan,Entire home/apt,3,33,1
175,Manhattan,Entire home/apt,30,4,15
70,Queens,Private room,5,0,1
185,Manhattan,Entire home/apt,3,1,9
130,Manhattan,Entire home/apt,30,1,5
300,Manhattan,Entire home/apt,30,10,9
85,Manhattan,Private room,2,8,1
120,Manhattan,Entire home/apt,1,16,1
136,Manhattan,Entire home/apt,31,2,8
200,Manhattan,Entire home/apt,30,4,91
180,Manhattan,Entire home/apt,1,2,1
95,Manhattan,Private room,3,191,1
155,Manhattan,Entire home/apt,3,1,1
349,Manhattan,Entire home/apt,5,4,1
125,Manhattan,Entire home/apt,5,1,1
90,Manhattan,Private room,2,4,1
275,Manhattan,Entire home/apt,6,0,1
179,Manhattan,Entire home/apt,30,14,2
117,Manhattan,Entire home/apt,30,8,91
300,Manhattan,Entire home/apt,1,0,1
300,Manhattan,Entire home/apt,2,1,1
115,Manhattan,Entire home/apt,30,0,1
99,Manhattan,Entire home/apt,30,0,5
185,Manhattan,Entire home/apt,2,3,1
110,Queens,Private room,2,5,1
100,Manhattan,Entire home/apt,10,0,1
199,Manhattan,Entire home/apt,4,6,1
300,Manhattan,Entire home/apt,1,0,1
120,Manhattan,Entire home/apt,30,1,1
125,Manhattan,Entire home/apt,1,171,3
130,Manhattan,Entire home/apt,1,2,1
159,Manhattan,Entire home/apt,1,126,1
140,Manhattan,Entire home/apt,30,2,8
159,Manhattan,Entire home/apt,30,21,1
250,Manhattan,Entire home/apt,4,2,2
149,Manhattan,Private room,4,33,1
395,Manhattan,Entire home/apt,3,1,1
95,Manhattan,Entire home/apt,2,0,1
106,Manhattan,Entire home/apt,30,14,6
125,Manhattan,Entire home/apt,30,9,91
265,Manhattan,Entire home/apt,2,5,1
94,Manhattan,Private room,1,51,2
150,Manhattan,Entire home/apt,2,48,1
200,Manhattan,Entire home/apt,3,0,9
75,Manhattan,Private room,2,2,1
148,Manhattan,Entire home/apt,2,18,1
75,Manhattan,Private room,1,6,1
200,Manhattan,Entire home/apt,1,9,1
120,Manhattan,Private room,2,57,3
150,Manhattan,Entire home/apt,3,0,1
45,Manhattan,Private room,30,4,3
90,Manhattan,Private room,2,1,1
90,Manhattan,Private room,5,4,4
121,Manhattan,Entire home/apt,7,76,1
135,Manhattan,Entire home/apt,30,0,1
130,Manhattan,Entire home/apt,5,109,1
303,Manhattan,Entire home/apt,7,29,1
155,Manhattan,Entire home/apt,181,82,1
225,Manhattan,Entire home/apt,10,14,1
349,Manhattan,Entire home/apt,3,58,1
190,Manhattan,Entire home/apt,3,9,1
219,Manhattan,Entire home/apt,2,1,1
175,Manhattan,Entire home/apt,3,1,9
80,Manhattan,Private room,3,8,9
179,Manhattan,Entire home/apt,2,5,1
200,Manhattan,Entire home/apt,30,8,9
120,Manhattan,Private room,2,58,3
385,Manhattan,Entire home/apt,30,0,1
180,Manhattan,Entire home/apt,1,1,4
105,Manhattan,Private room,20,5,2
150,Manhattan,Entire home/apt,1,7,1
339,Manhattan,Entire home/apt,3,4,1
85,Manhattan,Private room,2,4,1
105,Manhattan,Entire home/apt,31,0,2
250,Manhattan,Entire home/apt,3,1,1
255,Manhattan,Entire home/apt,2,47,1
90,Manhattan,Private room,3,97,3
135,Manhattan,Entire home/apt,30,0,8
133,Manhattan,Entire home/apt,30,8,91
95,Manhattan,Private room,7,1,1
225,Manhattan,Entire home/apt,30,1,1
420,Manhattan,Private room,2,0,6
200,Manhattan,Entire home/apt,4,1,1
179,Manhattan,Entire home/apt,4,12,1
115,Manhattan,Private room,2,36,1
110,Manhattan,Private room,2,49,3
171,Manhattan,Entire home/apt,30,3,6
110,Manhattan,Private room,2,3,1
